epoch,f1_score,jaccard_coef,loss,precision,recall,val_f1_score,val_jaccard_coef,val_loss,val_precision,val_recall
0,0.9093078970909119,0.5495181679725647,0.6991132497787476,0.9266626238822937,0.8947789669036865,0.95521080493927,0.7692563533782959,0.5794683694839478,0.9557979106903076,0.954624354839325
1,0.9557215571403503,0.8468096852302551,0.48487964272499084,0.9560005068778992,0.9554409384727478,0.9541922807693481,0.890310525894165,0.47618567943573,0.9542754888534546,0.9541093111038208
2,0.9620907306671143,0.9149163961410522,0.3797071576118469,0.9621460437774658,0.9620319604873657,0.9575967192649841,0.9139452576637268,0.42619818449020386,0.9576296806335449,0.957563042640686
3,0.9640522003173828,0.9272691011428833,0.3444896638393402,0.964083194732666,0.964021623134613,0.95933598279953,0.9200398921966553,0.39714112877845764,0.9593616724014282,0.9593093395233154
4,0.9652724862098694,0.9310989379882812,0.3297171890735626,0.9652962684631348,0.9652456045150757,0.9597906470298767,0.921653687953949,0.39886969327926636,0.9598074555397034,0.9597744345664978
5,0.9662424921989441,0.9333000183105469,0.3205305337905884,0.9662646055221558,0.966219961643219,0.9612947106361389,0.9246887564659119,0.37599867582321167,0.961313784122467,0.9612748026847839
6,0.9670582413673401,0.9349711537361145,0.31277525424957275,0.9670783281326294,0.9670372009277344,0.9623101949691772,0.9265003800392151,0.36279571056365967,0.9623262882232666,0.9622942805290222
7,0.9677422642707825,0.9363440275192261,0.3069375157356262,0.9677600264549255,0.9677232503890991,0.9613960385322571,0.9246802926063538,0.36913183331489563,0.9614169001579285,0.9613745808601379
8,0.9684497714042664,0.9377308487892151,0.3002024292945862,0.9684678316116333,0.9684309959411621,0.9632724523544312,0.9284034371376038,0.35331058502197266,0.9632941484451294,0.9632510542869568
9,0.9690341949462891,0.9388675093650818,0.2950960099697113,0.9690499305725098,0.9690155982971191,0.9614460468292236,0.9250308871269226,0.36875802278518677,0.9614673852920532,0.9614242911338806
10,0.9696559906005859,0.9400719404220581,0.2896682024002075,0.9696730375289917,0.9696385264396667,0.9638072848320007,0.9294676780700684,0.34776219725608826,0.9638262987136841,0.963787853717804
11,0.9702022075653076,0.9411385655403137,0.28454264998435974,0.9702187776565552,0.9701876640319824,0.9643855094909668,0.930614173412323,0.3408689796924591,0.9643973112106323,0.9643738269805908
12,0.9707567095756531,0.942214846611023,0.2793325185775757,0.9707709550857544,0.9707434773445129,0.9624917507171631,0.9270987510681152,0.36401039361953735,0.962510883808136,0.9624727368354797
13,0.9712874889373779,0.943239152431488,0.27439969778060913,0.9713021516799927,0.9712740778923035,0.9658511281013489,0.9332261681556702,0.32803961634635925,0.9658740758895874,0.9658281207084656
14,0.9717519879341125,0.9441354274749756,0.2702469527721405,0.9717649817466736,0.9717379212379456,0.9646238088607788,0.931144654750824,0.3458445072174072,0.96463942527771,0.9646075963973999
15,0.9722334742546082,0.9450722336769104,0.2652960419654846,0.9722455143928528,0.972220778465271,0.9671139717102051,0.9357878565788269,0.3168434202671051,0.9671259522438049,0.9671018123626709
16,0.972689151763916,0.9459494948387146,0.26113468408584595,0.9727001786231995,0.9726770520210266,0.9659914970397949,0.9337248206138611,0.33127814531326294,0.9660102725028992,0.9659727215766907
17,0.9731627106666565,0.9468672871589661,0.25655344128608704,0.9731733202934265,0.9731507897377014,0.9640599489212036,0.9302437901496887,0.3449300229549408,0.9640759825706482,0.9640451073646545
18,0.9736570119857788,0.9478245973587036,0.2514951825141907,0.9736682176589966,0.9736476540565491,0.9675958752632141,0.9367469549179077,0.31247806549072266,0.9676052331924438,0.967587411403656
19,0.9740689992904663,0.9486265778541565,0.24741500616073608,0.974078893661499,0.974058210849762,0.9633362889289856,0.9288767576217651,0.3498033583164215,0.9633544087409973,0.9633179903030396
20,0.9744644165039062,0.9493916630744934,0.24384869635105133,0.9744747281074524,0.9744535088539124,0.9670383334159851,0.9356931447982788,0.3207210302352905,0.9670497179031372,0.9670273065567017
21,0.9748889207839966,0.9502119421958923,0.2392873466014862,0.974898099899292,0.9748799204826355,0.9668746590614319,0.9355389475822449,0.32395434379577637,0.9668833613395691,0.9668661952018738
22,0.975310742855072,0.9510328769683838,0.2353203296661377,0.9753197431564331,0.9753021001815796,0.9675008058547974,0.9366573095321655,0.31311294436454773,0.9675123691558838,0.9674893021583557
23,0.9756267070770264,0.951647162437439,0.23217418789863586,0.9756361842155457,0.9756185412406921,0.9668529033660889,0.9354006052017212,0.3170429766178131,0.9668640494346619,0.966840922832489
